userId,RecommendedItemIds
1046,6699 4038 14734 16345 30942
1055,23951 8549 10059 31978 24479
1060,34223 10446 31992 18480 1397
1061,3456 15469 8013 10200 10446
1067,24639 33266 15743 8216 34403
1068,29403 36449 23915 19890 14476
1076,35300 34796 8013 27607 6454
1077,32019 3216 3993 4475 30616
1084,11868 25677 26147 30360 4922
1097,228 31978 1289 1190 34930
1102,22029 10446 31992 12354 4327
1107,21996 22976 29389 26889 6703
1110,35367 15971 3527 8170 17272
1112,6343 11259 7368 30278 34223
1113,20255 23089 26626 21913 19573
1114,11752 3700 35831 5578 25685
1117,15687 269 7274 9894 17082
1118,19127 22976 19907 19200 3457
1121,36795 24488 35458 32347 23701
1122,3680 5352 25500 21304 30699
1128,17463 18099 32916 30516 30653
1135,6627 27132 9730 13502 10696
1136,33443 7597 8717 28109 36872
1137,36109 15086 10179 24639 5231
1144,23282 35300 33628 12669 13284
1145,17099 10517 29511 30611 7341
1146,28527 6627 19127 15280 5578
1148,19837 15743 16916 18453 5578
1151,26468 2073 34930 4708 2464
1152,31713 24547 13067 29570 7923
1157,15743 17207 3841 13701 33282
1159,1289 33562 3638 6627 12281
1161,34517 10200 7498 12866 34223
1163,30019 22272 24639 2623 31992
1165,2623 9420 22976 6111 12866
1173,33957 30453 25656 12409 7759
1175,1076 15361 4288 36109 8206
1177,22029 11486 33562 14351 31992
1178,22029 9913 2049 18389 2041
1180,1289 5578 17648 10546 21459
1181,30087 2108 5900 26468 26605
1184,9420 8519 21913 33562 8504
1189,33532 12734 23843 20620 16818
1190,25939 15687 31992 33598 26197
1193,6450 32863 28358 7199 23991
1201,15917 27569 14020 36168 15737
1204,13797 7597 32980 6627 11210
1205,15971 29848 17782 10059 21652
1218,24547 15971 30453 24479 418
1222,21613 34945 14784 14381 184
1224,23507 34403 11366 34351 10446
1229,18200 33173 26024 21304 8519
1233,34715 10685 21765 21913 15732
1235,31293 13470 6637 5080 3519
1236,10059 10546 6627 18741 6773
1238,15086 26024 11259 30616 30718
1240,30360 5945 34517 17648 1447
1249,3759 35391 18615 35390 1836
1256,13502 7759 7342 16571 22932
1263,33173 15469 5578 13198 25651
1264,3456 15680 30360 32265 6773
1279,36957 1363 133 9404 36168
1280,17463 35149 33780 12362 36872
1282,20939 33649 1363 32863 36168
1289,9420 6699 9066 8035 25304
1291,1289 33788 27116 16753 24178
1292,10200 14616 16367 30616 5054
1297,25886 14616 23089 7923 34930
1298,34351 7704 33475 7504 26804
1314,20745 18099 10446 23684 21765
1316,17815 1076 19798 9913 13241
1322,18389 11688 22976 13886 21851
1327,7585 14101 30360 18200 14616
1333,12997 3704 12362 4605 29005
1334,18200 1076 28819 6263 25920
1335,14669 3077 17380 4475 10059
1336,12384 13726 35158 7393 19752
1343,12354 17645 34868 16169 9476
1345,27132 5578 6821 13752 20413
1346,15971 17207 14366 12102 6627
1348,33562 28036 3223 6111 33598
1356,19332 30989 9577 18200 15086
1361,9420 21081 7788 4475 30360
1365,15687 5227 34891 20965 2108
1373,17463 23880 19725 8394 876
1378,35486 25938 13069 12454 33155
1379,13530 27361 7150 1576 17380
1387,17529 10685 8135 34567 20620
1391,10446 28701 12200 20941 3985
1405,8035 27753 36691 30904 28102
1406,15971 24547 15917 13530 19907
1408,13726 33173 6111 2041 17648
1416,31992 18099 25363 10446 18200
1417,19907 4475 13782 19987 19020
1418,12354 11366 32347 33475 4020
1420,32019 4475 28964 10059 19907
1423,6561 19884 27969 2143 27116
1426,10415 12866 9164 18099 5222
1428,20620 24639 12669 7498 34930
1431,7393 7635 36888 681 26454
1433,28199 29046 29005 14734 33173
1436,23240 36168 21406 133 1363
1438,24547 10059 15917 26621 28964
1444,20635 2597 5861 4851 25492
1445,19478 9913 782 5237 31366
1447,2924 21739 26657 35863 9420
1452,21851 14117 25150 27583 32479
1453,33562 15599 35486 10200 23089
1463,1447 34187 17648 13323 27502
1470,26951 24547 27132 30925 3841
1473,15280 3436 19725 35300 9902
1474,30595 24626 4228 14714 9535
1476,27132 20413 21081 5578 1185
1481,19907 17389 1053 19642 36168
1484,34930 9420 8519 228 4228
1486,23282 2464 15016 30360 20635
1487,33500 24765 12340 32347 559
1493,2578 33173 16367 15687 30758
1501,19837 33755 21913 5945 18645
1502,8937 24021 34956 18881 36990
1503,5292 17644 24547 25304 15973
1506,33780 32980 30653 14372 26743
1508,31992 25920 4762 1076 26486
1509,24639 17463 24479 35549 16345
1510,24639 33532 36822 8959 2615
1511,16367 24372 35247 27923 2464
1516,26743 7086 25278 30942 22976
1527,24880 14780 15971 3216 24479
1528,36367 24653 33298 24639 2339
1538,15280 32479 10446 16367 24758
1547,3527 322 16916 36903 27116
1551,20965 9404 36957 23240 15687
1555,13284 3456 33603 6773 14616
1560,1289 1574 9735 30898 32038
1564,2623 7393 17389 31992 33173
1572,26951 12362 32912 1289 5292
1576,1397 25920 9577 16345 12102
1577,15973 14020 32019 4105 2953
1578,21406 2108 24832 21613 9415
1587,269 12102 12354 7592 15674
1588,6627 19127 35655 5292 2143
1606,36957 15086 31992 9404 21406
1607,30453 4105 30436 18483 4
1617,3431 22029 20256 24547 5629
1620,5945 8156 5640 29071 17644
1624,25278 37065 26285 26468 8216
1626,17380 5292 25363 2339 33173
1627,35608 8555 21912 32476 33443
1635,32019 16571 20495 2339 4475
1636,36204 27828 33603 7903 30898
1637,17380 36855 25363 3077 5425
1638,15971 24479 14780 14878 34595
1641,32699 34664 5622 7155 27039
1642,30087 11781 25196 15687 32916
1643,28199 10200 31819 15743 14707
1644,12669 7498 16019 25196 25312
1645,35374 1397 2578 10200 3841
1647,9404 36957 15687 1363 36168
1648,18970 25694 17207 23089 11458
1649,6773 26846 2623 8752 31836
1657,6848 12669 20731 20417 36116
1658,33266 14101 2108 31136 7643
1661,876 1397 33475 7984 12491
1663,15086 20941 28701 9577 3985
1664,2911 17389 25363 24639 7592
1667,3661 16184 17152 19725 11109
1670,33173 10446 35300 10082 31992
1675,10059 32019 14780 8549 24479
1681,34930 11926 25196 18645 33755
1684,24656 15277 19323 34868 19961
1685,18546 3431 28701 21099 28688
1686,19127 27116 12102 33562 7368
1693,24991 25886 33788 20348 12866
1696,17648 37065 7274 31992 18200
1699,10059 13726 25363 31978 3216
1707,17207 31992 25278 13886 6773
1713,6627 33173 23282 25694 1253
1719,33755 16153 36723 35695 11774
1723,21406 7342 31819 24639 15743
1726,23662 15195 5154 35390 33788
1727,2049 3764 18881 22618 13782
1728,19426 33788 5578 1289 25694
1734,19907 30453 19127 4475 27569
1739,28288 3006 15986 12657 11764
1740,9607 13574 33598 12200 34351
1750,30087 3958 35486 27526 30616
1756,32916 33173 27132 10546 23089
1757,33463 573 19242 4122 25483
1760,30173 2428 28102 26756 5128
1761,11486 36957 2578 36168 1363
1764,34930 19127 5589 6547 6627
1765,6301 16793 34715 4249 15037
1766,30898 6461 17389 30653 21263
1767,15417 7537 11618 32337 7597
1768,30019 23507 9577 16891 36109
1773,14734 21412 26658 25554 34930
1782,2623 2464 25920 27569 27016
1785,20620 12866 27569 11366 25624
1786,26147 30360 4976 28541 2247
1787,3841 13367 21495 29005 19426
1788,22385 12997 26804 2561 7759
1789,24639 12102 31914 32019 21412
1792,1397 26743 33603 22976 22002
1796,36645 12642 1729 36116 8284
1800,17207 9577 22029 17936 6699
1803,23089 25304 21717 4955 2143
1804,21322 23949 228 24639 25694
1805,17389 18200 30989 35247 16687
1806,17681 35300 3431 20620 2073
1807,2339 30453 27409 36855 10059
1808,7592 33755 15031 19798 16644
1812,11870 16962 36487 29730 1074
1813,11486 9404 133 36168 6461
1816,31992 36957 33173 30173 133
1818,2041 15623 7368 33266 19752
1820,269 11366 6343 9577 26285
1823,10446 24479 5578 21818 33175
1827,7274 2464 18970 16367 27660
1829,9420 19426 6561 33562 30982
1833,28964 7597 22029 33546 35391
1845,36104 36803 958 12912 11237
1857,2108 33266 18200 12997 17389
1858,8394 21412 9420 34930 25694
1862,15732 35247 18987 15280 3958
1866,12841 28415 21765 14553 22093
1874,30453 15687 15280 2578 20255
1875,9213 15962 30142 18211 10099
1876,11259 6630 28701 14202 14077
1879,3899 29848 35738 25421 34602
1881,3077 7274 8519 19332 8156
1883,9902 17082 12255 15280 19024
1885,17943 28753 11868 30699 15996
1888,10685 4922 26285 18200 8216
1898,9404 36957 15687 1363 36168
1899,34930 4753 26285 26743 16687
1900,33562 26743 9893 1448 15917
1901,23282 9855 31037 26681 12292
1906,18562 18164 32337 24639 31836
1910,14239 23188 24309 33014 3623
1911,28688 33562 21913 4605 5575
1918,29570 23188 33175 30653 1076
1919,33173 11131 3387 14616 25421
1920,31037 4922 3456 11868 11210
1933,15280 9420 35300 34930 37132
1935,10059 15973 18741 15917 1448
1936,34367 15016 8039 5559 1025
1938,32083 17782 32019 16425 13530
1940,33475 9577 7597 17383 4762
1941,10258 8029 35945 20481 31161
1943,10546 28688 33562 35955 25694
1944,30453 24880 14780 13530 1289
1945,32806 18717 14734 25939 1397
1947,7597 23030 30087 32674 33173
1948,2464 9420 19127 8394 12866
1950,21765 17815 7274 25920 9074
1952,32479 2041 31992 10082 26197
1954,15687 33475 2108 10200 14707
1955,35486 30653 24639 24488 34517
1956,4279 29383 33755 26325 14631
1957,6595 19271 20255 8016 1762
1963,23507 33173 31992 35945 10642
1964,9420 25304 5578 30072 26088
1976,9454 34642 35426 22569 36056
1977,1260 31076 5292 13502 33315
1978,36109 19500 16153 21765 26884
1981,29046 13502 28199 17207 14734
1985,24639 15917 12873 14616 32337
1986,2578 14785 3496 24639 5138
1991,2041 32479 31992 10082 26197
1993,23293 35129 21765 27352 10685
1999,24596 4735 10059 25196 8549
2007,5292 17644 24547 25304 10059
2009,13198 23089 33562 28431 14839
2011,15086 26468 19803 17463 37065
2013,3366 34517 26743 23030 34365
2017,30278 28688 6699 19748 11872
2020,4762 23030 8717 22211 30924
2027,24178 33056 33953 12685 17331
2028,21913 11259 6561 6821 19020
2037,22029 21412 4398 34954 22334
2040,12097 17950 5138 4327 36378
2041,36673 23880 6263 10446 22002
2042,23756 9420 34223 24626 775
2045,37065 1076 8146 30516 9577
2051,15687 8035 12866 11366 17207
2052,13502 33755 18645 12362 33475
2053,5578 19632 30924 3841 29219
2054,34446 29813 35288 4762 20745
2058,32479 2041 31992 10082 26197
2060,26285 15743 476 11732 13886
2061,6314 33603 27132 2464 30653
2066,25670 31013 20745 20171 36109
2072,8035 10446 6263 2911 19798
2073,9577 20620 12866 13726 36492
2080,18200 25363 28688 33173 27322
2081,26024 22904 10701 3545 7903
2084,2464 23293 18200 16766 15743
2086,29807 27116 33500 12454 31768
2090,26743 3841 11259 9913 19752
2091,11259 9913 13198 19725 25677
2095,21765 30616 33562 26884 8297
2097,28199 15280 9420 23507 24639
2106,31037 30360 11210 20620 26681
2108,8420 22495 30453 5467 33399
2117,28814 4922 14616 3456 15687
2119,3077 34595 28701 17380 28964
2121,8035 22002 19798 10446 12454
2124,12362 30616 7138 5366 33562
2129,19627 6592 8189 7100 6677
2130,33562 30595 6699 31992 21459
2132,9913 12841 6461 18200 9577
2133,1141 28199 25196 5578 10059
2135,23089 34930 25886 9420 23388
2136,4753 1259 30514 26681 26468
2137,31220 8035 22029 34351 20941
2146,11826 36714 37132 26325 3165
2147,228 34930 775 13069 19725
2149,10200 5292 33266 31203 10059
2155,8214 33224 5578 25830 22609
2156,10059 35065 2339 4105 3216
2157,9035 33603 10562 26576 16153
2164,19622 6111 31992 10200 20620
2167,34657 15687 30294 34602 13069
2168,3527 24512 15204 18001 13530
2179,6592 20620 26197 31274 19858
2182,22045 25240 28289 11176 18881
2186,4922 21671 30360 15469 14738
2195,31037 22029 15687 26147 17107
2202,11366 15280 32479 10446 1363
2212,23089 7811 15080 5128 35300
2227,7585 11210 30019 7393 15593
2236,27009 31112 19478 24109 34426
2244,2623 17472 14669 26743 6699
2247,30653 33598 22029 19332 6111
2248,9577 9894 2227 23507 12200
2254,18200 19981 34614 35247 26713
2257,2041 32479 9052 18741 19622
2261,6111 23516 25421 33173 24639
2263,33562 18741 29805 322 18615
2265,24639 23571 16345 28527 19632
2268,22002 24626 25363 30653 33562
2270,2578 10446 22029 35738 17207
2272,18389 25366 19271 1448 28607
2273,23481 7438 26346 17607 22215
2274,28199 25068 26024 10446 3006
2280,31037 9913 18717 11868 11210
2285,8216 35381 27660 33546 33137
2287,2523 15983 15950 9123 14932
2290,30087 3958 34365 35486 33014
2298,4020 11774 31992 10231 33500
2305,4783 27650 21986 18168 6363
2306,36872 17380 30261 7393 2623
2312,11012 15971 18200 562 21851
2313,1076 18200 31992 15743 25920
2319,19240 34426 20468 27009 8146
2320,33173 3456 20620 15469 31992
2324,30514 6446 26454 33475 27131
2326,20255 551 6612 6343 14707
2330,14785 36492 25939 16891 33755
2338,19426 9930 29448 3826 14234
2341,18879 29342 34715 30014 30278
2345,30846 34517 35458 19926 21996
2346,36263 4762 1076 35293 14211
2347,1076 16153 2041 21765 33500
2351,15743 10514 18222 26743 4810
2352,19127 33562 25694 12866 17207
2357,9577 2227 269 35738 21717
2360,30019 10446 3661 30989 17778
2361,27660 10231 19632 14820 27930
2366,13502 4735 14767 24479 21818
2368,6152 30453 11529 14537 13502
2369,9735 21157 9577 19725 35300
2374,31992 18200 36957 30173 52
2379,19637 5578 9420 8504 6343
2388,22976 6111 26681 19022 11868
2394,6699 8759 36434 33679 25304
2397,8096 37065 10546 15593 11012
2398,35300 10082 2712 32479 10446
2399,11259 19426 21913 8519 21157
2403,1289 18170 12997 34891 35390
2404,8035 29915 33780 23388 26197
2407,9404 2578 9415 15687 11486
2409,28192 18562 31512 7824 7923
2410,9577 8035 22002 26024 32674
2414,3006 21412 30616 12 23507
2421,17207 12305 26024 25670 20620
2426,11259 15452 28431 17936 14899
2428,17830 35071 29271 6905 6699
2435,30453 16484 4475 23833 16425
2442,17389 31136 22850 12354 23089
2448,30634 24488 24760 976 17235
2449,25920 12866 27660 33788 15593
2452,269 876 1076 18200 33562
2455,8632 2290 32084 14635 4862
2466,34633 1076 9607 7597 21099
2467,21099 33543 35665 11366 22435
2472,36056 6461 36023 10200 26681
2474,6561 8205 13367 3387 7415
2480,32019 17782 5578 23833 17380
2489,30087 8599 15983 3680 26743
2496,36855 32578 6627 27131 4105
2500,1289 13502 11237 9012 27388
2502,23507 8759 18303 30653 6111
2504,30019 22272 24639 2623 31992
2506,6343 25886 32347 17207 12897
2508,6155 8788 2578 33137 8555
2512,3456 9577 17445 24902 33173
2519,114 10546 7759 10305 13701
2520,12102 10059 19426 36109 28213
2521,26197 35247 26808 7253 2041
2524,2049 2164 15743 8216 23293
2528,21245 29005 33500 21495 17597
2543,31836 34351 25694 36663 14572
2547,17529 21495 17943 16687 28199
2549,34930 33266 19127 10645 16766
2551,27132 8216 34156 17529 35972
2557,6627 25364 559 33224 30616
2560,36607 14734 36853 6592 18791
2561,17383 31992 26681 7704 9855
2564,33498 15280 15031 9577 25940
2569,34595 30453 15973 15917 19907
2570,23282 29384 3242 3006 35781
2571,17463 25209 34633 33546 9607
2581,9420 25304 6699 9066 19426
2582,9893 34351 31444 8216 19426
2585,7737 33298 25421 29584 33072
2591,30087 12102 3704 6446 33500
2595,33173 31992 32479 26391 2049
2597,36204 18717 22029 5293 19240
2599,19725 22976 14932 33266 6627
2602,16571 31978 14636 28589 14264
2603,1076 17383 33173 30019 19529
2604,27574 25502 17717 1520 24763
2610,34595 32117 28199 4475 15971
2617,33173 8035 18791 11366 26197
2621,14631 6461 32347 23684 27569
2623,14841 30117 21313 22179 3586
2624,28199 19798 30294 25920 5578
2629,26743 24488 26889 7086 12997
2631,5164 25304 13502 33298 27441
2633,31992 23516 19529 23880 6773
2638,33173 6461 35247 27569 35458
2644,19618 52 27040 7597 27569
2645,28830 33707 22875 19251 33315
2647,15086 30653 17936 11264 30019
2648,31037 17943 9913 15016 17862
2651,9872 1866 3176 19888 16861
2654,23516 25363 33562 33173 2041
2655,28358 23834 14415 23228 10792
2658,15280 19500 33500 25645 29355
2661,7086 14101 25278 3680 7393
2662,15737 30453 4105 21484 17380
2667,12997 21913 6627 25886 33562
2674,37065 37132 10645 6595 4228
2675,10546 28688 33562 35955 25694
2680,29625 35665 26491 18200 33500
2686,22029 34351 33175 269 36869
2690,13502 17463 3841 34403 23507
2696,3077 10200 33546 10546 21765
2697,33562 19127 8519 11259 20255
2699,36163 16766 6627 19426 24547
2701,11259 24626 18970 32265 35293
2709,562 12454 29805 28199 16090
2712,9577 23507 22029 31992 7287
2713,36982 14535 8181 14792 12873
2716,11966 28199 28393 34345 30910
2718,3661 16184 17152 11109 19725
2721,6821 13502 27132 1289 14572
2728,909 29692 12857 32916 17383
2729,26741 14904 7992 31076 11458
2734,18734 1413 32257 15633 19714
2737,15662 28691 9577 26500 3875
2743,2041 12454 18316 33611 20965
2751,15737 17107 15060 13530 17782
2762,35300 18099 24716 7923 23293
2764,10446 6263 8035 19798 20620
2772,25364 10231 19632 25150 15971
2775,34351 16741 21996 27559 17878
2776,24547 31076 15971 34595 3527
2782,30087 9577 16153 24639 11964
2784,30019 29848 22272 31992 18200
2785,12102 33266 16826 3527 32916
2795,13284 9913 25150 27753 18200
2800,9577 11366 6592 17082 17207
2801,24639 6699 16345 28194 14734
2808,21412 10514 15743 269 5889
2812,29915 21691 18546 35458 3431
2813,32674 27343 16367 22859 21512
2816,33173 34351 35738 21717 33663
2823,26285 7597 30087 15917 20620
2829,26468 27562 5488 17463 19478
2830,2578 36723 14785 3496 32375
2832,15687 36109 26104 3496 32270
2835,12841 28415 21765 14553 22093
2837,3216 14389 15950 13220 2516
