userId,RecommendedItemIds
777,30087 19426 2143 20620 18741 
780,27780 19127 14734 12305 9420 
782,2041 4605 12354 31992 14734 
784,19332 15687 14785 10200 8576 
787,30616 2623 17207 37065 33266 
788,13502 7759 14572 6627 9012 
789,30699 13198 17943 16687 26743 
791,36982 33957 4475 4735 10792 
792,10736 27070 21336 30924 2971 
796,4735 1448 9125 23833 3587 
801,8482 5292 18170 34930 18383 
806,33603 33780 31136 10446 34054 
808,9577 18791 7144 19332 32347 
810,474 28964 8930 18249 29500 
813,32674 19332 14169 2464 9577 
816,27660 10200 2442 6773 31992 
820,19426 11259 27132 33266 12866 
826,27780 28199 7759 3841 30909 
827,19837 10082 33266 32916 24771 
828,2464 35381 19725 11366 12102 
831,27660 26743 11366 25694 33175 
833,322 25513 32287 25304 7107 
834,8216 23030 30360 33173 18741 
835,14785 15013 12454 35850 18200 
839,6699 25196 27569 15037 31341 
850,35695 24042 1791 30622 12384 
852,2041 27660 8040 10446 17648 
853,33266 9420 28431 23388 14734 
854,17611 11505 11413 34276 2886 
857,15280 28431 24626 34930 25694 
862,19426 25920 8156 2464 17815 
867,1076 17383 17648 33475 30653 
869,30964 2523 2050 19426 13782 
873,6699 35486 17152 11618 17648 
874,4328 22254 2320 1442 33577 
879,10059 7759 26804 18741 27132 
883,33546 17463 28964 27810 3974 
884,15086 23507 25363 11774 7592 
886,31992 15743 2464 26576 35381 
888,30622 12340 19127 31220 8377 
890,24479 33173 19332 18801 28199 
899,27660 14169 25356 19626 7210 
900,17648 30616 6627 25886 7274 
905,15971 24547 14020 19127 17644 
907,9607 36109 25209 26147 10685 
908,4762 6561 27526 15031 19127 
909,30173 16847 16169 16016 20168 
916,4272 22818 29980 5237 3483 
919,24257 34470 8013 35293 33562 
926,1688 34961 34833 1779 32798 
927,24786 11366 4327 33014 9577 
929,31836 25506 34930 9893 3841 
937,31983 22029 23949 8216 32287 
942,1289 13502 18615 14714 2143 
944,6405 25886 4578 34223 34930 
946,12102 21412 31978 30755 10419 
947,34201 20461 17152 5993 5890 
949,29046 1289 28199 14734 29005 
956,27780 23089 23336 33266 28199 
958,36723 6015 32125 17529 26743 
961,19240 27562 17463 32780 20955 
968,22002 33603 18303 8040 12354 
969,29177 24152 6528 25502 28199 
972,34195 30653 20507 8394 19529 
977,35149 29151 32578 26804 32567 
978,10446 7597 19725 6627 9577 
979,23188 36492 2108 3456 18200 
982,10446 7759 35300 34517 34602 
983,28153 20965 6552 14351 1363 
987,5861 23137 34602 27761 7788 
990,23240 36168 20985 8996 4327 
1005,7592 33454 32727 15140 33595 
1010,6627 29005 17207 2143 35390 
1011,18741 3457 28199 23336 35831 
1014,30616 2623 31341 17207 16484 
1016,3077 10415 17380 9607 31978 
1017,11618 16818 31037 10701 4922 
1033,9577 17207 33475 11618 36109 
1043,14616 6627 33562 10546 33500 
1044,1448 13701 9125 31699 27172 
1046,6699 17207 14734 25694 4038 
1055,17380 31978 18741 15917 2339 
1060,34799 32308 16307 14996 10540 
1061,3456 33804 4386 15469 33266 
1067,2108 24639 14480 33266 33475 
1068,35151 23915 29403 14476 19890 
1076,35300 34796 25409 6906 9902 
1077,32019 3216 30616 9420 3993 
1084,11868 21063 15469 26147 22870 
1097,1289 31978 14572 20484 17380 
1102,22029 4327 10446 2041 31992 
1107,22976 33562 6773 21996 15280 
1110,24880 11043 16129 35335 15971 
1112,34223 23094 30278 8239 2805 
1113,21913 7923 27569 28431 8013 
1114,11752 25685 35831 3677 23119 
1117,17082 9894 15687 7597 9577 
1118,19127 33562 30595 23336 33266 
1121,23701 36539 21649 11304 31423 
1122,3680 20123 11043 26285 5352 
1128,18099 17463 2442 8040 23336 
1135,27132 6627 15732 21081 9730 
1136,33443 8717 28109 7597 34090 
1137,9577 269 36723 32375 12454 
1144,6552 25715 23282 7704 21769 
1145,17099 10517 29511 30611 16721 
1146,19127 28527 6627 15280 19632 
1148,19426 19127 16307 32916 29046 
1151,23188 34930 7597 26468 7592 
1152,30360 12866 3456 27660 7923 
1157,32407 15743 3841 33282 10514 
1159,33562 1289 3638 8810 12305 
1161,30621 6676 34517 7498 3944 
1163,30019 22272 2623 35381 33755 
1165,15086 31220 22045 19332 2911 
1173,12409 25656 33957 30453 5227 
1175,2464 3223 1076 17463 6263 
1177,22029 3366 14351 34517 18546 
1178,9913 2049 22029 31992 33173 
1180,5578 21459 1289 3826 33298 
1181,30087 19127 21412 32916 8394 
1184,9420 21913 33562 8519 8504 
1189,12734 17681 26784 30564 17920 
1190,31992 15687 18256 32956 7597 
1193,23077 32863 9074 32265 12109 
1201,15917 17380 36168 4735 4105 
1204,11210 13898 12292 9897 13797 
1205,26951 10059 17782 14020 28964 
1218,30453 15971 24547 19907 10059 
1222,24662 30559 7782 12328 34799 
1224,23507 35486 19478 34351 8368 
1229,17383 33173 18200 19022 26585 
1233,5425 21913 34715 18879 35874 
1235,31293 13470 28688 25732 32989 
1236,17389 24488 16845 28688 35391 
1238,15086 26024 23172 33173 11403 
1240,31037 34517 5945 30360 15469 
1249,33603 33443 26024 17583 7122 
1256,7342 2143 7759 13502 22932 
1263,13198 33173 17207 37065 19127 
1264,3456 15680 14076 16818 9913 
1279,9913 36957 133 9415 27569 
1280,17256 27562 5488 17463 35149 
1282,20620 36168 14351 9913 22002 
1289,9420 19426 6627 6699 34930 
1291,8294 3326 31435 20340 26214 
1292,10200 16367 30616 35300 10701 
1297,25886 34930 7923 14616 23089 
1298,34351 7704 33475 10161 10963 
1314,36109 18099 20745 25920 3223 
1316,17815 19798 1076 17278 26500 
1322,19798 18389 28688 16956 33774 
1327,30019 14101 7585 30360 2464 
1333,4605 33562 12997 27132 19426 
1334,18200 22976 21495 25920 1397 
1335,3077 14669 4475 17380 30453 
1336,13954 21162 5909 11032 12384 
1343,6637 21077 21765 16169 17645 
1345,5578 6821 21081 25694 27132 
1346,12102 15971 17207 29046 14366 
1348,17463 10200 33562 34351 36109 
1356,19332 9012 9577 33603 28964 
1361,7788 21081 19127 33266 9420 
1365,15687 9577 17278 14636 10446 
1373,24639 17463 6111 34223 4605 
1378,35486 33155 25938 13069 12454 
1379,13530 27361 14841 1576 22776 
1387,10685 17389 26585 2108 17648 
1391,10446 9577 28701 22029 33780 
1405,36691 27753 30904 8846 28102 
1406,15971 19907 24547 19127 14020 
1408,33173 13726 6111 2041 1447 
1416,31992 17389 22850 30653 18099 
1417,6461 15469 19426 30453 29229 
1418,35317 4398 28701 5408 12354 
1420,32019 36855 19907 10059 34595 
1423,19785 22620 3680 25673 20171 
1426,3077 23833 15917 19907 4475 
1428,34942 20620 9902 18200 28639 
1431,7393 61 16090 27660 681 
1433,28199 1289 31759 29805 2339 
1436,23240 2578 36168 133 1363 
1438,32019 10059 18741 30453 24547 
1444,6446 4851 20635 8013 1431 
1445,5237 36898 28823 27188 2820 
1447,2924 19659 35549 24563 1834 
1452,14117 33953 32011 36432 28720 
1453,6899 15599 8755 28434 1010 
1463,24488 26024 34602 1447 23188 
1470,26951 24547 30925 27132 3841 
1473,15280 3436 19725 6405 18316 
1474,19452 18170 3007 25364 15133 
1476,21081 20413 6503 27132 6821 
1481,13782 10059 37065 21505 26191 
1484,34930 9420 228 11259 4228 
1486,23282 14101 26465 15016 16818 
1487,33500 22976 26743 559 8599 
1493,2578 33173 9404 6592 16367 
1501,7923 33603 12019 29507 19837 
1502,26804 21175 9060 13185 7000 
1503,5292 17644 31254 24479 6599 
1506,6627 33780 11966 476 32980 
1508,18200 1076 31992 10446 21765 
1509,27132 24639 21081 1289 23336 
1510,24639 33562 11964 34930 1289 
1511,31992 33266 33500 10685 15687 
1516,31836 25278 7086 26743 7824 
1527,24880 24479 15971 8549 5292 
1528,36367 36385 5926 6848 24653 
1538,11237 36575 9577 9681 26057 
1547,3527 27068 322 13782 19127 
1551,20965 36957 6461 26197 9404 
1555,13284 3456 25920 36645 14616 
1560,21112 27132 9735 33601 16947 
1564,1076 31992 30653 17463 32375 
1572,26804 23089 28069 14127 1289 
1576,33562 54 35549 15280 9577 
1577,18741 32019 9555 15973 20878 
1578,2108 2578 21406 24832 9415 
1587,24639 7592 22976 10446 269 
1588,19127 12305 31341 27780 29005 
1606,33603 31992 12354 9404 26197 
1607,30453 4105 10701 26576 3587 
1617,14101 20256 22925 8925 35279 
1620,30142 18542 12669 22338 29112 
1624,35381 37065 26468 2623 25694 
1626,17380 4807 25363 16356 2339 
1627,32476 21959 26889 26576 34633 
1635,32019 2339 6612 10059 1076 
1636,25421 27828 26576 28109 25920 
1637,36855 3077 17380 24479 5425 
1638,24479 15971 18741 26951 25304 
1641,32699 5622 34664 27039 7155 
1642,28688 30087 24639 9893 15280 
1643,14707 19426 2442 7923 28199 
1644,9893 21345 12669 6294 33804 
1645,35374 15971 9913 15917 12866 
1647,9404 4605 15687 20965 26197 
1648,17207 25694 36855 18970 15753 
1649,32916 11900 7903 25886 25920 
1657,20731 27220 36716 36116 3351 
1658,33266 31136 2108 7643 14101 
1661,1397 876 6405 16891 26104 
1663,15086 4740 20941 35804 22080 
1664,15687 15086 23507 19332 24639 
1667,3661 15597 20413 14050 17330 
1670,33173 35300 30360 31992 18200 
1675,15917 30453 26804 24880 8549 
1681,14932 2523 34930 10546 30964 
1684,14725 25865 28135 23831 2337 
1685,4173 12669 6461 29570 18546 
1686,19127 19426 34930 7368 27116 
1693,991 10096 20758 26101 25886 
1696,10446 18200 17648 37065 22976 
1699,22341 3077 27131 8549 29805 
1707,17207 16169 28688 13886 19127 
1713,23282 6627 28688 1253 26743 
1719,33755 11774 16153 3006 36723 
1723,21412 21406 33603 7342 3366 
1726,5360 29805 35390 27610 2339 
1727,22618 33463 34783 23302 18881 
1728,19426 33266 33788 21913 29219 
1734,32916 19127 5578 13502 14734 
1739,10193 28469 31329 28790 31790 
1740,31992 9577 11366 10082 33173 
1750,30087 25278 21099 27526 3958 
1756,32916 19127 33173 27132 34930 
1757,33463 20282 24880 19242 573 
1760,3591 36390 24958 5128 2428 
1761,11486 36957 21613 1363 36168 
1764,19127 34930 33298 33546 24639 
1765,6301 28761 34715 16793 6478 
1766,1826 30898 13025 18201 17207 
1767,31836 17943 7086 3680 12102 
1768,30019 36109 18303 33780 26491 
1773,14734 10546 30616 19696 21412 
1782,11259 27569 29221 25886 25150 
1785,20620 6699 36957 34930 20955 
1786,26147 10059 28541 28964 30360 
1787,13367 25886 7923 21412 10546 
1788,26804 2561 10546 22385 12997 
1789,23282 22976 12102 24639 2836 
1792,1397 22002 27526 2050 2766 
1796,11636 4327 32777 156 35681 
1800,22029 17207 24626 25500 12102 
1803,23089 32916 21459 3826 10546 
1804,21322 24626 25886 20823 23949 
1805,17389 9577 18200 6111 15086 
1806,17681 1420 2073 35300 14101 
1807,36855 27409 24880 2339 2953 
1808,7592 14616 1397 2623 3545 
1812,29730 16962 36487 11870 26577 
1813,36168 11486 9404 6461 26197 
1816,31992 14734 18961 20620 35425 
1818,33266 5287 35714 15971 11237 
1820,269 26500 19798 9577 11366 
1823,27132 31076 10546 3841 3661 
1827,6314 17648 15280 1076 7274 
1829,9420 25886 19426 7923 19837 
1833,26197 18200 6263 28964 25694 
1845,12912 36803 11237 36104 958 
1857,18200 30533 33266 25278 28753 
1858,21412 9420 19127 26468 8394 
1862,14076 34549 18987 12654 15732 
1866,23044 21077 12841 34090 36213 
1874,30453 34602 15280 14932 27569 
1875,15962 16825 35688 28200 10099 
1876,15687 15086 18200 9577 28701 
1879,34602 29848 3899 5425 25421 
1881,3077 7274 16350 1003 30360 
1883,36403 17271 17082 9902 15792 
1885,17943 15996 11868 28753 559 
1888,4922 18200 33804 19426 7393 
1898,15687 9404 36957 31136 20965 
1899,36326 6782 14601 34930 26743 
1900,26743 33562 15917 35020 10546 
1901,6461 31037 23282 10701 9855 
1906,24639 33562 32916 6627 19127 
1910,23188 36723 25015 25715 14239 
1911,28688 6699 21913 8717 5575 
1918,30019 29570 30653 24639 17383 
1919,35300 25421 30653 876 14616 
1920,11868 9913 31037 6263 3456 
1933,15280 34930 2143 33562 6314 
1935,36855 30453 10059 15973 18741 
1936,15016 1025 5559 34367 8039 
1938,32083 17782 15973 32019 30453 
1940,33475 9577 11618 13367 5128 
1941,2464 14616 8013 1797 26592 
1943,10546 33562 35390 12180 35955 
1944,30453 24880 29805 24198 8736 
1945,32806 25939 1247 15854 19500 
1947,7597 35381 21765 23030 30087 
1948,25694 17207 9420 19127 12866 
1950,21765 18063 33673 6111 36204 
1952,2041 31992 12354 32479 2049 
1954,33475 25940 10200 15687 17383 
1955,35486 36354 30653 24639 17644 
1956,13135 31220 14631 32375 26325 
1957,3436 9615 12997 8016 6595 
1963,27660 27522 11871 33173 14839 
1964,9420 24639 26658 15983 19725 
1976,9454 23852 32702 36056 22569 
1977,1260 7926 31076 26626 24021 
1978,11366 16153 1076 6111 2041 
1981,1289 6627 14734 29046 28199 
1985,12873 24639 29805 6612 19426 
1986,14785 36723 2578 8146 35001 
1991,2041 31992 12354 32479 20941 
1993,10685 37065 26468 13367 21765 
1999,28199 8549 17472 24596 14932 
2007,5292 17644 31254 9164 15417 
2009,13198 33562 23089 25694 13367 
2011,15086 19803 36213 27675 37065 
2013,15593 23030 35391 3366 16345 
2017,6627 28688 30278 25694 6699 
2020,4762 4421 30735 23540 19529 
2027,36927 25927 20514 9605 14277 
2028,21913 11259 27610 11264 13390 
2037,4398 19332 25694 18389 4762 
2040,3242 21146 22813 17950 12941 
2041,10446 35738 18546 2049 6461 
2042,28789 35143 24626 33757 3304 
2045,3680 37065 16272 21765 17128 
2051,15687 2464 31978 8035 12866 
2052,24488 13502 35390 17207 21081 
2053,5578 3841 33788 29046 19632 
2054,19618 5279 34446 32472 17597 
2058,2041 31992 12354 32479 2049 
2060,8216 26285 37065 30909 1397 
2061,6314 12866 26285 24639 32916 
2066,25670 2623 6254 34351 18200 
2072,8035 10446 6263 22002 1456 
2073,9577 16153 20620 24958 34090 
2080,18200 33173 18389 34930 14366 
2081,26024 22904 20941 8216 21765 
2084,2464 10685 35129 10514 19478 
2086,29807 3601 26502 33500 34423 
2090,26743 25366 3841 7959 8063 
2091,19127 18615 9913 33562 6461 
2095,30616 33562 21765 24488 14734 
2097,36204 18200 34930 21412 9913 
2106,31037 11868 15469 30360 11210 
2108,30453 12088 23953 29732 20777 
2117,4922 3456 18139 14616 28814 
2119,3077 34595 3216 28701 21412 
2121,10446 12454 8035 21765 11774 
2124,21913 8549 33562 28431 7923 
2129,7100 19627 6677 8189 9445 
2130,33562 30595 34223 12305 19127 
2132,12841 11618 33804 18200 9577 
2133,6627 1141 2523 5578 19127 
2135,30616 9420 34930 23089 25886 
2136,3002 34949 4753 31836 26681 
2137,31220 22029 34351 20941 25015 
2146,11826 34348 8866 28639 2920 
2147,31836 34930 6773 19725 11964 
2149,20819 31963 10200 31203 18551 
2155,7903 24639 23293 30616 12023 
2156,10059 35831 21273 35065 18741 
2157,33603 31076 9035 11774 15687 
2164,7824 5729 21651 19622 23089 
2167,34602 30294 34657 28415 15687 
2168,35065 722 3527 15204 26762 
2179,6592 13726 3216 20620 26340 
2182,26147 31992 3985 22045 4762 
2186,21671 4922 33804 15469 30360 
2195,31037 23049 32375 22029 33598 
2202,21963 11366 26148 19414 26951 
2212,35655 26743 15280 35300 33500 
2227,30019 7393 7585 17082 11210 
2236,28514 30360 27009 31112 4762 
2244,6699 2623 22976 12653 3077 
2247,17383 1076 6111 33173 11618 
2248,9577 30924 9894 10469 10546 
2254,19332 8394 18200 19178 22237 
2257,14734 31992 17207 2041 24639 
2261,30087 33173 23516 12997 6111 
2263,29805 322 30453 16571 30674 
2265,19632 24639 1289 33173 17207 
2268,33562 775 14932 34930 25694 
2270,22029 31992 2041 35738 32270 
2272,36168 20620 18389 35247 6111 
2273,23481 7438 13631 18692 34121 
2274,3457 23089 16803 24479 8548 
2280,27761 18717 11868 33804 31037 
2285,8216 33546 35381 12866 7274 
2287,10446 21765 25363 9123 32682 
2290,2234 35781 35714 33275 3958 
2298,2049 11774 4020 25015 1456 
2305,21986 18168 28586 479 21806 
2306,3527 17207 28199 2623 12362 
2312,5658 6595 2441 28819 11012 
2313,1076 18200 25920 31992 15743 
2319,34426 10685 19240 35708 4785 
2320,33173 3456 20620 15469 15593 
2324,6446 26454 33475 30514 27131 
2326,33266 20255 6773 7368 19725 
2330,14785 34602 36492 16891 25470 
2338,32287 22976 20647 4735 9930 
2341,29342 4439 18879 30278 7911 
2345,17679 20620 31512 32347 7463 
2346,26743 17529 24639 1456 28199 
2347,16153 1076 28199 35738 17463 
2351,17207 26884 26743 28199 8394 
2352,19127 25694 17207 23336 33562 
2357,17239 9577 2227 19798 33603 
2360,10446 11366 4381 23507 30019 
2361,18200 5578 27660 2712 25920 
2366,13502 4735 6821 24547 15737 
2368,6152 30360 19178 35832 31836 
2369,9577 10685 24639 33780 21157 
2374,31992 18200 36957 26197 26285 
2379,10546 19637 9420 15983 6595 
2388,6111 22976 29570 34070 30360 
2394,13977 6699 8759 25304 33679 
2397,15593 25920 37065 8096 30514 
2398,31992 32479 34223 10082 10446 
2399,25886 19426 34930 35391 33562 
2403,12997 1289 17808 27780 33788 
2404,8035 29915 33780 26197 9840 
2407,9415 2578 6461 36168 15687 
2409,12362 33562 19426 13367 12102 
2410,9577 17463 6627 10685 9893 
2414,33266 21412 30616 775 17645 
2421,17207 26024 30516 12997 20620 
2426,9420 26846 21412 34930 24626 
2428,17830 29271 19557 8071 6905 
2435,16484 30453 25467 19147 4475 
2442,12354 17389 25694 33780 18546 
2448,30634 11403 21761 11724 24488 
2449,30717 3223 25920 34260 8759 
2452,876 20745 10446 11264 16644 
2455,32084 2163 25334 30822 29833 
2466,34633 7597 1076 9607 9123 
2467,21099 9913 32912 6446 19478 
2472,36056 12354 18168 10200 12769 
2474,13367 6561 14508 22620 3680 
2480,32019 17782 5578 23833 19907 
2489,30087 3680 21151 10285 34168 
2496,36855 33298 35065 22385 32578 
2500,1289 28030 15086 4796 9012 
2502,23507 8759 18303 2911 13323 
2504,30019 22272 2623 35381 33755 
2506,29584 25886 7923 13067 32347 
2508,27562 8788 8555 21765 33137 
2512,3456 24902 9577 17445 11366 
2519,114 32319 36733 18424 27051 
2520,19426 25694 35381 12102 33266 
2521,19024 6700 35247 26197 29938 
2524,25500 30087 3680 2049 35001 
2528,21245 33500 29005 36903 10546 
2543,31836 34351 25694 27441 30098 
2547,10546 33788 6314 28199 23089 
2549,34930 6773 24639 19725 33266 
2551,8216 27132 14484 34482 5945 
2557,34930 33562 19426 6627 9420 
2560,6291 23372 16951 25166 30755 
2561,26681 23188 18200 17383 37065 
2564,33498 25940 7657 15280 15031 
2569,30453 15973 15917 19907 14020 
2570,3006 29384 28594 16738 25209 
2571,25209 9607 31759 17463 30616 
2581,9420 19426 6699 6627 6595 
2582,34351 34090 15687 24488 7597 
2585,7737 33072 12383 27399 35972 
2591,30087 32362 12102 6446 33500 
2595,6773 2049 30360 33173 35300 
2597,36204 22029 34473 19240 18717 
2599,25150 1203 19725 33266 12516 
2602,12528 26631 15544 8235 22129 
2603,25939 30019 16766 26197 15086 
2604,27574 31671 24313 22904 17862 
2610,28199 28964 24639 26621 7759 
2617,33173 8035 18791 15086 35247 
2621,6461 16845 20620 1397 19478 
2623,21314 23199 16234 2201 3586 
2624,8035 7086 28199 30718 35300 
2629,25275 10228 7086 8866 24488 
2631,5578 21412 32287 10469 34930 
2633,31992 11366 9913 24639 6773 
2638,10988 33876 35247 18255 19960 
2644,24263 5397 17215 30371 14585 
2645,27362 28830 33707 34595 15971 
2647,15086 21081 5578 25920 33543 
2648,31037 8576 15016 30360 9913 
2651,3176 1866 703 16861 9872 
2654,23516 27660 33173 25363 23507 
2655,23834 28358 23228 10792 3943 
2658,15280 19725 26743 31971 28213 
2661,31836 3680 7086 25278 30909 
2662,30453 4105 17380 21644 13701 
