354,"{27649, 5633, 13319, 18442, 16907, 18955, 19981, 31759, 12304, 33808, 32272, 17937, 19988, 14358, 6171, 16927, 33313, 25638, 24104, 15402, 9774, 13363, 28723, 11827, 23094, 26681, 24125, 4674, 15938, 3653, 1094, 2631, 4680, 34889, 21067, 17484, 31823, 14420, 20058, 29274, 31836, 35421, 28257, 21099, 28272, 5236, 14452, 29300, 29305, 9855, 35969, 4744, 3212, 8338, 15508, 6294, 26778, 2205, 4254, 3235, 34980, 15531, 18094, 26800, 8881, 12978, 22708, 11451, 22716, 5309, 14023, 4303, 26831, 26322, 26842, 29918, 30942, 35556, 29938, 758, 33545, 15114, 23824, 20753, 17681, 27921, 36116, 14101, 19222, 1819, 19233, 23843, 20262, 33065, 6442, 1833, 27948, 16172, 31023, 24368, 4401, 10548, 14134, 5435, 18748, 20287, 23874, 2372, 30021, 2885, 30538, 8013, 18766, 6995, 3413, 25944, 21336, 35163, 11613, 24415, 30560, 9057, 8547, 4455, 36717, 4976, 25975, 890, 33149, 32131, 19332, 7561, 5012, 17302, 15259, 34715, 15776, 26021, 29094, 28071, 36266, 16303, 14772, 25012, 26038, 29620, 16825, 36281, 17339, 15804, 33213, 20926, 29632, 8131, 20933, 7112, 21449, 29131, 10701, 18381, 8142, 5584, 5073, 10193, 7123, 1492, 18386, 10200, 12248, 28632, 29147, 1500, 10203, 15336, 30699, 27632, 7156, 19958, 5624, 26617, 25082}"
355,{33532}
356,"{3609, 12292, 23094}"
357,{20574}
358,{10712}
359,"{19750, 35145, 9418, 28873, 33418, 22738, 33971, 23448, 19130, 21592}"
360,"{612, 5578, 24568, 8496, 6552, 4475}"
361,{8759}
362,"{22284, 5575}"
363,"{24832, 97, 11911, 24236, 5902, 31506, 34299}"
364,"{18001, 7150}"
365,"{12295, 27660, 36379, 23077, 32808, 4649, 6703, 14389, 15417, 11327, 11329, 19022, 27727, 4688, 2644, 2133, 8284, 6238, 35943, 5227, 8813, 23667, 17525, 27775, 26244, 28814, 3236, 18605, 17585, 34994, 27322, 1729, 35523, 18117, 3277, 1745, 21717, 34517, 18139, 27871, 32479, 4327, 18168, 29947, 34043, 24834, 34058, 16651, 18200, 35105, 20786, 33076, 22328, 2364, 1853, 29502, 30526, 30533, 19284, 14169, 28012, 28528, 369, 14709, 11128, 7546, 21887, 36745, 3996, 17831, 15273, 22442, 15797, 18873, 7614, 12222, 9153, 13249, 28102, 22473, 9676, 15823, 2522, 7643, 35300, 8187, 29692}"
366,{12102}
367,"{27824, 16557}"
368,{18200}
369,"{6818, 10216, 30898, 5971, 23030}"
370,{14712}
371,"{34891, 8015}"
372,"{6145, 33677}"
373,"{32464, 9420}"
374,"{11264, 17763, 34223, 33173, 8216, 15996}"
375,"{22328, 12866}"
376,{31254}
377,"{7824, 17648}"
378,{13220}
379,{31291}
380,"{21505, 9420, 36492, 12305, 36350}"
381,"{33755, 27543}"
382,"{17648, 20556}"
383,{12077}
384,"{26736, 16076}"
385,{13473}
386,"{12354, 26147, 34403, 15221, 11966}"
387,{17911}
388,"{30832, 9641}"
389,"{20513, 10266, 34045}"
390,"{33755, 34043}"
391,{11259}
392,"{20293, 27118, 18418, 18355, 9750, 8983, 21690, 9723}"
393,{21081}
394,"{4753, 3926}"
395,{24716}
396,{10059}
397,"{14480, 24263, 16748, 18015}"
398,"{3456, 15623, 1292, 11023, 36116, 27288, 23843, 8873, 23978, 31658, 25134, 24627, 16692, 9913, 22969, 36667, 11964, 6476, 12881, 17363, 9436, 35549, 18403, 20581, 7788, 36717, 12283}"
399,{31992}
400,"{4762, 28308}"
401,"{2051, 33539, 26373, 27526, 32265, 13707, 7181, 15508, 149, 28567, 19868, 25502, 8096, 31136, 19749, 8358, 3242, 21296, 16818, 23731, 17206, 26681, 9913, 35133, 31037, 6081, 22338, 14533, 35781, 7498, 8013, 28753, 6482, 10193, 8149, 15831, 20569, 10203, 35293, 6112, 30564, 4197, 5484, 23282, 25082, 14076, 8189, 12669}"
402,"{16394, 29196, 17934, 28688, 5146, 15387, 27675, 14366, 24608, 1574, 9257, 21038, 6703, 1074, 24628, 28725, 14900, 29239, 7733, 12350, 4168, 34892, 10320, 27218, 595, 9300, 12373, 17494, 32342, 27744, 12897, 5220, 21606, 5225, 9324, 627, 16501, 3199, 19589, 24200, 26762, 34961, 6306, 7335, 18603, 1199, 2743, 1732, 28356, 21707, 15564, 30924, 21199, 18139, 19167, 16613, 18152, 34536, 22762, 31978, 20213, 13558, 23802, 17149, 19205, 33546, 33037, 35602, 12566, 22806, 19224, 23841, 12582, 18222, 10031, 27969, 22850, 34630, 26440, 34644, 853, 12635, 10076, 22380, 12654, 22904, 7033, 29562, 20348, 29054, 26496, 34177, 16257, 11141, 33671, 21387, 5524, 16276, 7065, 12701, 15774, 28063, 16295, 25513, 26537, 33708, 33711, 7088, 20915, 9655, 18871, 33211, 7622, 4038, 32721, 10195, 1492, 6612, 21459, 31702, 9177, 21981, 7649, 7144, 36333, 13300, 503, 33784, 3578, 29695}"
403,"{25409, 16545, 5891, 27977, 5745, 13752, 8155, 20863}"
404,{15894}
405,{22570}
406,"{14594, 28036, 2569, 14988, 14351, 31250, 1686, 6552, 30360, 36248, 5658, 13726, 22180, 13101, 34351, 35247, 20407, 35513, 33598, 9797, 15823, 19803, 29915, 30821, 11366, 3431, 28648, 11505, 14328}"
407,"{18834, 24483}"
408,{28036}
409,"{27971, 34437, 5446, 1258, 28341}"
410,"{18936, 18477, 15854}"
411,"{34276, 26285}"
412,{22312}
413,"{31713, 21031, 9384, 1480, 8810, 27019, 36204, 23949, 7086, 28431, 12653, 17389, 17648, 21299, 23987, 1141, 25624}"
414,"{34789, 30182, 23239, 20264, 35410, 8278, 21112}"
415,{14387}
416,"{3587, 27139, 35973, 2953, 26762, 25483, 15629, 17934, 34318, 19342, 16916, 5655, 28574, 1695, 24992, 34210, 14503, 28071, 17961, 29229, 7342, 17582, 36528, 19887, 29615, 26621, 14264, 9020, 33213, 35390, 18240, 10305, 1730, 30019, 14020, 24512, 3398, 2759, 33353, 19532, 15180, 14669, 31952, 18001, 13649, 32083, 30674, 27481, 34910, 350, 15456, 15971, 15204, 15973, 23781, 31076, 32488, 21352, 26346, 24547, 11237, 15213, 32743, 6122, 12271, 22385, 3568, 22514, 30453, 36982, 36855, 31741, 27135}"
417,"{11665, 30578, 5747, 6516}"
418,{1953}
419,"{22272, 7811, 26119, 30727, 16394, 8205, 33298, 36501, 17815, 26529, 28964, 18217, 3497, 14381, 16302, 30386, 27966, 7999, 24512, 32575, 8013, 29389, 5713, 23506, 34517, 3545, 7643, 12255, 3680, 353, 26468, 33638, 16747, 2924, 16876, 21358, 2417, 36341, 14328, 28030}"
420,"{14785, 16803, 35300, 17383, 9035, 30924, 14381, 28462, 29229, 25938, 19091, 36723, 2712, 23388, 24639}"
421,"{23240, 1363}"
422,{3515}
423,"{3841, 36772, 9577, 34577, 1203, 4244, 15797, 15672, 20348, 36957}"
424,"{11781, 6021, 6537, 19595, 7829, 23450, 4381, 13726, 4896, 20256, 15781, 26669, 34480, 24626, 8630, 12218, 26938, 24123, 34365, 17095, 5704, 19022, 6482, 23506, 19926, 14681, 19931, 30055, 31343, 18160, 32883, 18685}"
425,"{27776, 3841, 18881, 10059, 13867, 16364, 21101, 18383, 23951, 10415, 30674, 16219, 19101}"
426,{22473}
427,"{17117, 15846}"
428,"{3089, 25955, 31697}"
429,"{1965, 13733}"
430,"{19426, 17011, 35199}"
431,"{23336, 29577, 12362, 18770}"
432,"{8137, 28980}"
433,"{4228, 21157, 6314, 15086, 10514}"
434,"{8240, 16280}"
435,"{20951, 29283, 19111, 21875, 22455, 35224, 1335}"
436,{25363}
437,"{29368, 17253}"
438,{6874}
439,"{29777, 25500}"
440,{33500}
441,"{24512, 9730, 28431, 28688, 25624, 25982}"
442,"{3077, 20878}"
443,"{27322, 30676, 20941, 23030}"
444,"{213, 7597, 17943}"
445,{37065}
446,"{27712, 573, 8518, 28647, 16367, 7503, 22485, 15606, 15672, 27771, 20413}"
447,{4176}
448,{24509}
449,{33722}
450,"{25752, 23644, 21957, 36644}"
451,"{29723, 31983}"
452,{18546}
453,{19803}
454,"{2339, 14535, 1448, 876, 25007, 32019, 32083, 30453}"
455,{22965}
456,{7928}
457,{14635}
458,"{19642, 23077}"
459,{20204}
460,"{3674, 5523}"
461,"{29701, 6134}"
462,"{35629, 12526}"
463,"{19478, 16367}"
464,{35945}
465,"{25920, 25829, 12077}"
466,{18645}
467,"{3456, 10119, 34567, 22546, 30100, 33663, 21659, 32799, 17568, 16547, 20262, 11944, 27562, 2731, 30125, 7733, 4406, 35509, 17590, 184, 11512, 22850, 19269, 13257, 7886, 2386, 10452, 14681, 3674, 30438, 18923, 17656, 8699, 36607}"
468,{28071}
469,"{32100, 23853, 27569, 20534, 9183}"
470,{12398}
471,{19123}
472,"{9577, 35010}"
473,"{9123, 21412, 23089, 17529, 7036}"
474,{10469}
475,{18513}
476,"{19725, 21157}"
477,"{31254, 25631, 24608, 2597, 562, 18484, 32308, 2108, 6206, 35390, 12354, 36942, 5713, 28761, 15973, 5225, 107, 36461, 4605, 4228, 26762, 29848, 30360, 29342, 9894, 26285, 18096, 29888, 33992, 718, 23766, 6363, 18139, 27358, 30942, 4328, 15593, 19693, 17648, 2803, 33523, 26369, 28932, 13574, 24843, 10514, 27923, 14101, 34070, 20759, 14616, 29466, 25886, 8483, 3366, 34602, 6446, 10546, 27453, 31037, 33092, 13130, 18790, 3431, 11631, 26484, 36728, 33663, 3456, 30080, 15242, 18826, 32656, 14227, 19860, 7577, 35738, 28063, 7584, 7585, 31136, 16803, 17831, 30131, 35275, 7118, 18383, 16345, 7643, 11758, 1009, 20468, 23540, 26109}"
478,{34517}
479,{11458}
480,"{19426, 28964}"
481,"{25715, 23516, 11871}"
482,"{1474, 36548, 5884, 3142, 25740, 1360, 1523, 29591, 34232, 15996}"
483,"{18970, 535}"
484,"{4249, 28009, 1162, 30699, 11609, 15162, 33115, 4732, 21661}"
485,{24219}
486,"{1729, 12354, 28514, 14372, 24804, 15687, 17991, 35945, 34351, 18803, 33780, 19798, 12695, 13241, 2522, 33755, 6461}"
487,"{27660, 33598}"
488,{8875}
489,"{22002, 18106, 19909, 21717}"
490,"{15006, 1327}"
491,{7923}
492,"{3040, 32287}"
493,{8759}
494,{24804}
495,{12211}
496,"{20992, 31328, 4387, 21155, 9242, 31782, 28103, 24203, 21101, 21390, 335, 5562, 27985, 15442, 21970, 1014, 27064, 9338}"
497,{22405}
498,{13817}
499,"{2578, 1363}"
500,{18961}
501,"{2777, 17916, 23142}"
502,"{1448, 21913, 21707, 17207}"
503,"{184, 11618, 21806}"
504,{30278}
505,{30278}
506,{32196}
507,"{18178, 12163, 36492, 23569, 18201, 17434, 20635, 7838, 28320, 18721, 26020, 11688, 21690, 12097, 13512, 19144, 9164, 12255, 6627, 34403, 17639, 14202, 33788}"
508,{17322}
509,"{2578, 21613}"
510,{24639}
511,{19798}
512,{2464}
513,{30766}
514,"{27776, 32117, 24342}"
515,"{34602, 9035, 24639}"
516,"{29281, 4475, 18741, 35695}"
517,"{4762, 31971, 4853}"
518,"{17146, 19462}"
519,"{31914, 35874}"
520,"{13057, 18881, 27139, 22084, 15973, 1559, 17932, 17708, 17934, 27409, 22932, 17782, 32407, 27131, 16511}"
521,{30904}
522,"{6328, 21765, 6708, 6461}"
523,"{36448, 23777, 26372, 1192, 13361, 35380, 2911}"
524,"{12896, 36434, 19798}"
